Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Confidence,Mental_Health_Benefit,Musical_Features
Raga Basant - Gat in Madhyalaya Teen Taal,Vishwa Mohan Bhatt,28,[],The Maestro of Mohan Veena,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,630066,Calm,0.518,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Bilawal,Bhimsen Joshi,48,"['bhajan', 'devotional', 'marathi pop']",Thaat Bilawal,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,905810,Neutral,0.726,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Dadra,Bhimsen Joshi,48,"['bhajan', 'devotional', 'marathi pop']",Pandit Bhimsen Joshi - Vocal,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1043333,Neutral,0.731,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
A Raga Suite to Sri Guru,The National Raga Company Of India,0,[],Classical Ragas of India,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,130794,Calm,0.414,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Bahar - Composition In Jhaptaal (10 Beat Cycle),Amjad Ali Khan,32,[],Music from the 13th Century,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,863271,Calm,0.403,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raag Des - Vilambit & Drut Teen Taal 16 Beats,Rajendra Prasanna,5,[],Nirmal Sangeet-Flute,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,949222,Calm,0.496,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Surrender (Forest Sounds),India Instrumentals,2,[],Classical Indian Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,146875,Calm,0.425,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Puriya Dhanashri - Raga Puriya Dhanashri - Drut Teen Taal,Ayaan Ali Bangash,28,['sufi'],"Saaz Sarod, Vol. 2",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,937080,Calm,0.426,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raag - Shyam Kalyan Jhap Taal,Bismillah Khan,26,[],Shehnai Samrat,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,596066,Calm,0.524,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rag Bhairav,Padmabhushan Pandit Jasraj,0,[],Invocation,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1798173,Neutral,0.729,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Sunset Fantasy in Raga Hamsadhwani (Tribhanga), Pt. 9",Vijay Tambe,12,[],"Indian Classical Music for Odissi Dance, Vol. 2",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,80664,Neutral,0.824,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Malkauns Hindolam Fusion Jugalbandi - Hindustani - Teentaal, Carnatic - Ari Takalam",Ananth Kumar,11,['devotional'],"Hindustani Classical by Talented Kids, Vol. 1",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,635286,Calm,0.527,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga - Kirwani - Gat- : Taal - Kaharva - 8 Beats,Vishwa Mohan Bhatt,28,[],Classics For Pleasure,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,894331,Calm,0.468,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Still Moment,India Instrumentals,2,[],Classical Indian Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,210750,Calm,0.458,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Bhoopal Todi,Shivkumar Sharma,34,[],Platinum - Pandit Shiv Kumar Sharma,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,684666,Calm,0.511,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Bihag,Nadiyon,24,[],Raga Bihag,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,307530,Calm,0.453,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Durga Tarana,Ashwini Bhide,6,['bhajan'],"Rageshri, Yaman, Durga",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,177442,Calm,0.436,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"State of Inner Balance: Yaman, the Fundamental Raga",Music for Deep Relaxation,14,[],Classical Indian Music for Healing and Meditation,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,328046,Calm,0.479,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jhaptal,Ahmed Jan Thirakwa,11,[],The Genius of Thirakwa,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,194173,Calm,0.434,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Ramkali (Khayal Vilambit And Drut In Teentaal),Bhimsen Joshi,48,"['bhajan', 'devotional', 'marathi pop']",Maestro's Choice - Bhimsen Joshi,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1826667,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rag Raja,Stephen Day,2,[],Indian Classical Fusion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,239000,Calm,0.468,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Ahir Bhairav,Kishori Amonkar,30,"['bhajan', 'devotional']",Raga By Sunrise,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1820360,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Bhairavi,Spiritual Players,12,['traditional music'],India - Worldscapes Series,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,676176,Calm,0.523,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raag: Kalawati - Rachna Madhya Laya - Ek Taal &amp; Drut Laya - Teen Taal,Shivkumar Sharma,34,[],A Sublime Trance,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1131200,Neutral,0.725,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Lalit,Brij Narayan,5,[],Raga Lalit & Raga Bairagi Bhairav,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,2996000,Neutral,0.731,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Jaijaiwanti - Raga Jaijaiwanti - Teentaal,Amjad Ali Khan,32,[],Alap - Amjad Ali Khan,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1837348,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Ganges (Ocean Sounds),India Instrumentals,2,[],Classical Indian Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,162750,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Madhukauns: Alap,Traditional,64,['christmas'],"Bandish, Vol. 1",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,115040,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rag Yaman,Vidyadhar Vyas,12,[],Colors Of The Night,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,2902333,Neutral,0.731,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Yaman Kalyan (Khayal),Bhimsen Joshi,48,"['bhajan', 'devotional', 'marathi pop']",Sadabahar Yaman,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1443747,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Jaijaiwanti - Khyal in Madhyalay Teentaal,N. Rajam,8,[],Virtuous Violin,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,816669,Calm,0.506,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jugalbandi,Traditional,64,['christmas'],Jugalbandi,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,4329398,Neutral,0.73,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Lalit - Alap Jod Jhala,Utsav Lal,17,[],Visangati,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1426000,Neutral,0.722,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Raga Jog, Pt. 2",Dr L Subramaniam and Ustad ali Akbar Khan,0,[],"Sangeet Sangam, Vol. VI",1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,919173,Calm,0.497,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Thumri in Mishra Khammaj,Enayet Hossain,8,[],"Intoduction to Indian Music, Vol. 2: Semi-Classical & Folk Music",1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,898494,Calm,0.5,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Megh - Alaap - Gat - Tala Madhyalaya Jhaptaal - Drut Ektaal,Shivkumar Sharma,34,[],An Unforgettable Recital - Raga Megh,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1797626,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Basant,Shivkumar Sharma,34,[],Sangeet Sartaj,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1737360,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Parameshwari,Chintan Katti,2,['traditional music'],Classical Indian Music Series: The Sitar,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,785000,Calm,0.509,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Indian Ethnic Classical Beats,Sandeep Khurana,27,[],Indian Ethnic Classical Beats,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,143980,Neutral,0.798,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Kirwani - Pallavi - Gat In Aditaal - Teental,L. Subramaniam,28,[],Sangeet Sangam Vol. 4,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1287560,Neutral,0.73,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bihag,Arnab Chakrabarty,10,[],Cat's Cradle: Fresh Expressions in Vintage Ragas,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1007658,Calm,0.494,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Hindol (Gat In Roopak Taal),Ustad Shamin Ahmed Khan,0,[],Universal Masters Collection - Ustad Shamim Ahmed Khan & Ustad Zakir Hussain,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,704666,Calm,0.518,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raga Bilawal Kaharwa,Nadiyon,24,[],Raga Bilawal Kaharwa,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,277714,Calm,0.44,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rag Bhupal Tori,Ram Narayan,41,"['traditional music', 'kannada pop']",Rag Bhupal Tori & Rag Patdip,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1853000,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raag Charukeshi-Drut,Vishwa Mohan Bhatt,28,[],Vihaan,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1190397,Neutral,0.717,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bhajana,Nandan Prasad,6,['traditional music'],Anthology of Indian Classical Music: A Tribute to Alain Daniélou,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,357306,Calm,0.507,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Thumri in the Tilang mode,Raghunath Prasanna,0,['traditional music'],Anthology of Indian Classical Music: A Tribute to Alain Daniélou,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,200840,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rag Kaunsi Kanhra,Hariprasad Chaurasia,41,[],Rag Kaunsi Kanhra,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,3853000,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Patmanjari,N. Rajam,8,[],Sounds Of The Strings,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1802541,Neutral,0.731,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Play of Consciousness (Rain Noise),India Instrumentals,2,[],Classical Indian Music,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,178874,Calm,0.442,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rag Patdip,Ram Narayan,41,"['traditional music', 'kannada pop']",Rag Bhupal Tori & Rag Patdip,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,2843000,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Zahaalé Miskeen, Makun Taghafal",Nusrat Fateh Ali Khan & Party,16,"['qawwali', 'sufi', 'ghazal']",Back to Qawwali / Nusrat Forever,20,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1238133,Neutral,0.729,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Qareeb Aa Gaye,Sufi Parveen,7,['sufi'],Qareeb Aa Gaye,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,534339,Calm,0.522,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jugni Kehndiya,Tochi Raina,66,"['bollywood', 'hindi pop', 'desi', 'sufi']",Sufi Acoustica,47,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,550246,Neutral,0.834,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
SAYED AHMAD RUFAI TAG AL AKTAB - Ahmad EL SAYED Remix,Sufism Home الحضرة الصوفية,40,"['sufi', 'qawwali']",sufism ziker,10,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,264464,Calm,0.272,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Lut Gaye Dekhne Wale,Sufi Parveen,7,['sufi'],Lut Gaye Dekhne Wale,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,306925,Calm,0.476,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sufiya,Shriram Iyer,35,"['sufi', 'qawwali', 'tamil indie']",Sufiya,24,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,238000,Neutral,0.777,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Mann Lago Yaar,Abida Parveen,47,"['sufi', 'qawwali', 'ghazal']",Viruddh,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,529658,Calm,0.399,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Baarish Ho Rahi Jhama Jhamm,Sufi Parveen,7,['sufi'],Baarish Ho Rahi Jhama Jhamm,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,224516,Calm,0.451,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
bargad,sufr,44,"['indian indie', 'hindi indie', 'desi hip hop']",bargad,38,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,175384,Joy,0.434,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Bhala Hua Meri Matki,Abida Parveen,47,"['sufi', 'qawwali', 'ghazal']",Viruddh,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,471771,Calm,0.426,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
tv off (feat. lefty gunplay),Kendrick Lamar,94,"['hip hop', 'west coast hip hop']",GNX,86,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,220690,Joy,0.662,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Being With You,Bahramji,44,['sufi'],Sufiyan,41,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,424106,Neutral,0.889,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Saahib Mera Ek Hai,Abida Parveen,47,"['sufi', 'qawwali', 'ghazal']",Viruddh,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,434808,Calm,0.418,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Whoomp! There It Is - Radio Edit,Tag Team,48,['miami bass'],Whoomp! There It Is (Radio Edit),63,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,225266,Joy,0.649,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
SUFI MASHUP - Special unplugged Version,sankalp sachan,6,"['sufi', 'qawwali']",SUFI MASHUP (Special unplugged Version),18,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,220729,Calm,0.412,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Taghanni Soufi I,Ensemble Ibn Arabi,25,['sufi'],Música en la Aljafería (Homenaje a Avempace),8,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,217533,Calm,0.386,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
sugarbaby,Warren Hue,51,[],SUGARTOWN,25,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,226800,Neutral,0.847,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Shafqat with Shafqat (Lakh Jatan / Khamaj),Shafqat Amanat Ali,71,"['bollywood', 'sufi', 'hindi pop', 'desi', 'qawwali']",Shafqat with Shafqat (Lakh Jatan / Khamaj),27,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,440999,Neutral,0.874,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Taghanni Soufi II,Ensemble Ibn Arabi,25,['sufi'],Música en la Aljafería (Homenaje a Avempace),3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,512559,Calm,0.506,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Naive,Megan Knight,22,[],Naive,7,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,225982,Calm,0.414,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tasvi De Manke,Nooran Sisters,48,"['sufi', 'qawwali']",Tasvi De Manke,21,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,259928,Neutral,0.851,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Whoomp! There It Is,Tag Team,48,['miami bass'],Lowrider Bass (Edited Version),46,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,233400,Joy,0.523,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Raag Jhinjhoti,Shujaat Khan,27,"['ghazal', 'sufi', 'qawwali']",A Suitable Boy (Original Television Soundtrack),28,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,194493,Neutral,0.719,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Woof! There it Is,Gummibär,57,"[""children's music""]",Party Pop,18,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,193004,Neutral,0.864,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Cameldriver,Bahramji,44,['sufi'],Sufi Safir,36,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,533680,Neutral,0.829,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Floating,Sticky Kids,41,"['lullaby', ""children's music""]",Bend & Stretch!,10,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,163866,Neutral,0.874,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Chaap Tilak,Shujaat Khan,27,"['ghazal', 'sufi', 'qawwali']",Sufi Soul,21,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,722000,Calm,0.375,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Starbucks,cupcakKe,60,[],Eden,18,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,155640,Neutral,0.86,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Meditation,Sufi Lounge,46,['sufi'],Meditation,47,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,131558,Joy,0.584,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Tú Sí,Mar Lucas,52,[],LA INOCENTE,31,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,173347,Neutral,0.79,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Sitar Symphony - Original,"Suhel Rais Khan, Ustad Sultan Khan",14,[],Fusion Lounge,24,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,258178,Calm,0.404,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sufi Love Mashup - By DJ Raahul Pai & DJ Saquib,Dj Raahul Pai,41,[],Sufi Love Mashup (By DJ Raahul Pai & DJ Saquib),16,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,221242,Neutral,0.839,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Affin Affin,Rotation,32,['arabic hip hop'],Affin Affin,15,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,169207,Neutral,0.834,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Light of Life,Sufi Lounge,46,['sufi'],Gift of Love,44,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,188522,Joy,0.558,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Inna We Yard,Ojan,9,[],Inna We Yard,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,215111,Calm,0.435,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Salaam,Shiraz Uppal,65,"['qawwali', 'hindi pop', 'bollywood', 'desi']",Salaam,26,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,277885,Neutral,0.868,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Samadhi,PUNOKAWAN,18,[],Samadhi,20,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,303933,Calm,0.419,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sufi Medley,Abdullah Qureshi,32,"['sufi', 'qawwali', 'hindi indie', 'indian indie']",Sufi Kalaam,35,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,490478,Neutral,0.813,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
